,SMILES,logS,y2,y3
sample_852,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,-65.04296431615384,43.159499014724105
sample_853,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-7.32,-30.29130514685826,-51.02419181411277
sample_854,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.39,-23.170815182492287,-48.78074578996733
sample_855,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,-30.135707107937716,-48.43414053753929
sample_856,c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,-7.42,-3.3252796291201476,-78.34952394660486
sample_857,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,-27.19479293393793,-51.50125929877423
sample_858,Clc1ccccc1-c1c(Cl)cc(Cl)c(Cl)c1Cl,-7.43,-19.380395869635237,-53.803713538666806
sample_859,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.66,-23.903926557495865,-50.15503182642054
sample_860,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,-23.155732266589283,-53.31376886540141
sample_861,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-7.8,-13.899918294313576,-47.67135291899001
sample_862,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,-24.188927034256277,-50.52887172129589
sample_863,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,-20.41249854237066,-53.04639362158833
sample_864,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.92,-32.18027382349638,-55.03829345260102
sample_865,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.92,-0.5169285665474764,-42.25472388058438
sample_866,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,-1.8732050584667548,-67.0326655284435
sample_867,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,-35.469405449743,-53.77027010614189
sample_868,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.19,4.796223621123166,-67.85935355061194
sample_869,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23,-3.168364859120514,-63.98246020673324
sample_870,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,-8.4,1.5553992767315592,-55.80571367529369
sample_871,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,-42.63235914691694,-49.616553722881505
sample_872,Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-8.6,-26.80825864512594,-53.17779312541093
sample_873,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71,-43.8995844122801,-51.144927387498335
sample_874,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.8,-7.9122821775847125,-63.37291192711421
sample_875,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,-27.070837902502756,-55.2921945693175
sample_876,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.15,-28.066488640742868,-52.345468807599424
sample_877,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16,-32.32106108058358,-55.3174174020923
sample_878,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.62,-37.74792027324492,-64.85421325865715
sample_879,CNC(N)=O,1.13,10.965837043179217,18.533888326626887
sample_880,O=C1CCCO1,1.07,9.150368143671637,9.900530271735917
sample_881,O=C1CCCN1,1.07,11.091297128421365,7.08819023527427
sample_882,C1COCCN1,1.06,-10.381675822754566,20.48980963013414
sample_883,OC1CCOC1,1.05,4.404441055784306,28.091317696980944
sample_884,CN1CCCC1=O,1.0,4.809276775462126,7.441207656578023
sample_885,OCc1cccnc1,0.96,21.947618740792258,13.423368434190396
sample_886,NC(N)=O,0.96,5.802366962362782,14.388697747528655
sample_887,C=CC(N)=O,0.96,16.998883854475476,19.017798473490288
sample_888,CN(C)C(=O)N(C)C,0.94,-6.362796918143612,4.716279400222201
sample_889,CN(C)C,0.84,-10.747140554309917,36.40659268485166
sample_890,CN1CCCC1c1cccnc1,0.79,1.3415079959843865,12.9269895046591
sample_891,OCC1OC(O)C(O)C(O)C1O,0.74,-0.6349126866419161,62.99750721432746
sample_892,OCC(O)C(O)CO,0.7,0.37303215464290074,59.99881390020704
sample_893,COC(C)=O,0.52,13.170456543431738,19.303239312568156
sample_894,O=C(O)CC(O)(CC(=O)O)C(=O)O,0.51,24.859419998070198,41.88215850559754
sample_895,CCOP(=O)(OCC)OCC,0.43,-14.688504218986884,32.16977314136899
sample_896,CCC(C)O,0.43,8.6664609160076,36.453491123284934
sample_897,O=C(O)C(=O)O,0.38,17.344322672774947,24.475188063575384
sample_898,Cc1cncc(C)c1,0.38,5.297083356822578,16.70101147876197
sample_899,Cc1ccncc1C,0.36,10.851698471780477,17.440482830130726
sample_900,NC(N)=S,0.32,-5.949033965955213,13.799230548187126
sample_901,CC(O)C(F)(F)F,0.3,11.362567041017176,18.979375634136105
sample_902,Cc1cnc2cncnc2n1,0.06,8.717504884874913,-3.1509121474844686
sample_903,C=C(C)C(=O)O,0.01,21.627102954769583,26.20111662244111
sample_904,CCCCO,0.0,3.7170808765642014,25.318180484804984
sample_905,NC(=O)CCl,-0.02,13.489615778366817,14.144838999493095
sample_906,CCOC(C)=O,-0.04,14.948880653283473,22.026859492450832
sample_907,COC(C)C,-0.06,-2.3001231730765896,31.47264361401205
sample_908,OC(CCl)CCl,-0.11,1.8171083127745502,20.66629591955462
sample_909,CCC(=O)OC,-0.14,15.768875712210265,19.055558316412796
sample_910,Oc1ccc(O)cc1,-0.17,11.28019178270472,16.641804504513075
sample_911,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,-6.073235310256334,13.812959506964399
sample_912,COC(C)(C)C,-0.24,-1.650497588022376,33.284863356664225
sample_913,NC(=O)OCc1ccccc1,-0.35,22.000755936356434,-13.720334281937275
sample_914,Nc1nccs1,-0.36,18.326431055227253,10.186812074803193
sample_915,O=C1CNC(=O)N1,-0.4,11.32700648154529,5.191159087758575
sample_916,O=C1NC(=O)C(=O)N1,-0.4,2.0925467449870854,-4.614239273563759
sample_917,CC(C)(C)CO,-0.4,2.8209157173247403,31.7005034074604
sample_918,Nc1ccc(C(=O)O)cc1,-0.4,19.30355812571823,1.4390852164842056
sample_919,Nc1ccccc1,-0.41,15.121778032019742,-5.010448305665643
sample_920,CC(C)C(C)(C)O,-0.41,2.987524417230978,40.90096960533633
sample_921,CCCCOCCO,-0.42,2.5771666041006855,30.910813381524726
sample_922,CCOC(C)OCC,-0.43,-0.17732883558889195,33.32190154619655
sample_923,O=C(O)CCI,-0.43,10.72292185886791,11.216816760020146
sample_924,CCCNCCC,-0.46,-5.798291349405159,35.69450102752524
sample_925,CCC(C)CO,-0.47,4.174502933274297,31.79128678747412
sample_926,O=C(O)c1ccco1,-0.48,30.48043520231491,11.973931304829476
sample_927,CCCC(C)(C)O,-0.49,8.242656249880165,36.18747019075772
sample_928,CC(C)CCO,-0.52,-0.2782409085714401,30.69525903532076
sample_929,CC(=O)OC(C)C,-0.55,14.37388185291965,22.942579396153885
sample_930,CCOC(C)C,-0.55,3.476801603142039,35.81337555599383
sample_931,CCS,-0.6,-7.760621400448651,27.06490308659543
sample_932,CCCCCO,-0.6,2.2309864749083577,22.64067305936157
sample_933,CC(C)[N+](=O)[O-],-0.62,7.992525292647027,21.018834850671336
sample_934,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62,11.031357511772152,-21.870722346654503
sample_935,Cc1ccccc1O,-0.62,21.364096369737332,7.929128725037664
sample_936,S=C1NCCN1,-0.71,-5.065119083392355,17.58631110207324
sample_937,OCCc1ccccc1,-0.74,15.955995157634105,-1.3900896546784391
sample_938,CCC[N+](=O)[O-],-0.8,10.592462750379307,20.153995466722805
sample_939,CC(C)CC(C)O,-0.8,0.9850157395346912,33.40559436511303
sample_940,CCCCC(C)=O,-0.8,8.158196209499144,15.181470476727073
sample_941,CCC(CC)C(=O)O,-0.81,17.754802625734857,26.878181324631594
sample_942,O=C(O)CCCCC(=O)O,-0.82,4.433783366154908,19.476331196780095
sample_943,O=C1CNC(=O)CN1,-0.83,-3.4387166626226615,4.889065378459772
sample_944,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,-3.3210284123695963,3.313192684657573
sample_945,Cc1ccccc1N,-0.85,17.822510438512325,2.159556489505374
sample_946,CCC(C)(O)C(C)C,-0.85,8.964344418777562,39.36730667651332
sample_947,CCC(C)C(C)(C)O,-0.89,5.9350440657342345,37.06894254173789
sample_948,CCCCC(C)O,-0.89,9.491522665761432,31.108546047743214
sample_949,NC(=O)c1cnccn1,-0.91,19.606928057784234,-1.3902763985482105
sample_950,O=C(O)C(CO)c1ccccc1,-0.93,21.75919843972165,4.497031762593219
sample_951,CC1CCCCC1=O,-0.94,2.80300845289942,5.676264469707309
sample_952,NC(=O)NCc1ccccc1,-0.95,14.89105125897698,-14.831018666079649
sample_953,CC(=O)N(C)c1ccccc1,-0.95,13.941886524848385,-17.67841581055266
sample_954,CCN(N=O)C(N)=O,-0.96,16.252633463523424,20.201166857371447
sample_955,N#Cc1ccccc1,-1.0,15.761667541706426,-5.292065757551476
sample_956,O=[N+]([O-])c1cccc(O)c1,-1.01,27.15473451691272,5.792912092808651
sample_957,CCC(C)(C)CO,-1.04,4.743114471171053,32.881841363860595
sample_958,ClCCCl,-1.06,-18.690637613837126,5.802443841791999
sample_959,CC1=CC(=O)CC(C)(C)C1,-1.06,2.640224793263556,9.405220754232815
sample_960,Oc1ccccc1Cl,-1.06,20.802273899144403,0.07569660903196467
sample_961,CCCCCC(=O)O,-1.06,14.764617464782505,16.210500013195045
sample_962,CCCCCCN,-1.1,3.6172764168949856,23.46047925571137
sample_963,CCCC(C)CO,-1.11,3.654124205762958,31.84962303547687
sample_964,ClCCOCCCl,-1.12,-16.664957824941975,20.230319485640713
sample_965,CCC(O)C(C)(C)C,-1.15,7.599137135718834,33.224888924140764
sample_966,O=C(O)c1cc(O)c(O)c(O)c1,-1.16,18.59829742370073,21.66205894051955
sample_967,BrCBr,-1.17,-29.851226108539375,-4.927219050502009
sample_968,Cc1cc(O)c2ccccc2n1,-1.2,20.881110947232973,-13.696201250779868
sample_969,Cc1ccc(N)cc1,-1.21,13.569631471867766,1.7681997128850862
sample_970,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,-1.23,1.873014868594124,29.425713692032954
sample_971,COC(=O)c1cc(O)c(O)c(O)c1,-1.24,15.673705920247242,19.328076245278286
sample_972,Cc1ncc([N+](=O)[O-])n1CCO,-1.26,18.390922425587682,29.06607693486179
sample_973,Cc1cc(=O)[nH]c(=O)[nH]1,-1.26,19.55721342099063,-3.6804389667262982
sample_974,Cc1cc(N)nc(C)n1,-1.28,11.624473268566572,13.836440236476378
sample_975,CNc1ccccc1,-1.28,13.868458359717351,0.5052006035274561
sample_976,CCCC(=O)CCC,-1.3,1.9450199780238338,10.218502786917448
sample_977,ClC=CCl,-1.3,-8.00692900170814,-3.6689070293378543
sample_978,Cc1cccc(C)c1O,-1.31,13.149629776393814,8.14682683776743
sample_979,BrC=CBr,-1.32,-18.605219183902342,-9.86016182285381
sample_980,CCCOC(C)C,-1.34,-0.29626015673362777,29.790880366499433
sample_981,CNC(=NC#N)NCCSCc1nc[nH]c1C,-1.35,-9.041357326797183,22.746818464249895
sample_982,C=CCCl,-1.36,1.6328611036828813,21.81881427723741
sample_983,Nc1ccc(S(N)(=O)=O)cc1,-1.36,8.393944902649473,-1.3639155541229286
sample_984,O=C1OC(=O)c2ccccc21,-1.39,6.294312757473005,-20.163386409904195
sample_985,Cc1ccc(O)cc1C,-1.41,18.243226832487206,14.091753081161905
sample_986,CC(C)Cl,-1.41,-9.310395827674768,20.786690145083984
sample_987,O=C(O)c1ccc(O)cc1,-1.41,24.091022416252382,11.174598186506806
sample_988,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,-1.42,5.543356856758564,26.801926453897853
sample_989,CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-1.42,-25.133762884012448,24.993527296617618
sample_990,CC(=O)CC(C)C,-1.42,9.704837550652497,23.010669725401875
sample_991,O=C(O)C1CCCCC1,-1.45,4.011335318231785,8.913420605429014
sample_992,CCNC(=S)NCC,-1.46,-2.229417765993491,29.386575962870584
sample_993,CCCCCOC(N)=O,-1.47,11.954829126663611,15.607720891534601
sample_994,Nc1cccc(C(F)(F)F)c1,-1.47,18.649793493841383,-20.857262207226604
sample_995,CCCCC(O)CC,-1.47,9.305080831978861,27.207643694375854
sample_996,O=c1cc[nH]c(=O)[nH]1,-1.48,24.104572625255376,-5.396953788561613
sample_997,C=CCBr,-1.5,-4.017116363286412,15.20674706340492
sample_998,c1ccc2scnc2c1,-1.5,18.95667797299434,-15.082661514683652
sample_999,CCCC1CCCCN1,-1.5,1.016962344966425,28.33625899654395
sample_1000,Nc1ccccc1Cl,-1.52,12.819794314793317,-3.5480510773246605
sample_1001,Cc1c[nH]c(=O)[nH]c1=O,-1.52,19.510116007700294,-2.1302633867648506
sample_1002,ClC(Cl)Br,-1.54,-18.185561854409997,1.5004114342931703
sample_1003,NS(=O)(=O)c1ccccc1,-1.56,11.708786889469039,-8.281367146169945
sample_1004,CC(C)Br,-1.59,-19.486653943570673,9.688058941242934
sample_1005,NC(=O)NC1NC(=O)NC1=O,-1.6,14.232757520840243,9.558850274887607
sample_1006,CCI,-1.6,-14.590506914806333,14.508517342212501
sample_1007,CCCCC(C)(O)CC,-1.6,9.207060694818804,30.302403772630704
sample_1008,NC(Cc1ccc(O)c(O)c1)C(=O)O,-1.6,20.00745718909018,27.992327917159802
sample_1009,CC(=O)c1ccc(N)cc1,-1.61,13.395740638636386,-3.6049581279283243
sample_1010,CC(=O)CC(=O)C(C)(C)C,-1.63,14.77058307173959,16.787100488073065
sample_1011,C#CCCC,-1.64,9.194170465716386,30.966810230164203
sample_1012,COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.66,6.613445947891744,-3.789331214242716
sample_1013,COC(=O)c1ccccc1C(=O)OC,-1.66,9.09510393749396,-6.930375145114113
sample_1014,O=C(O)CNC(=O)c1ccccc1,-1.68,20.048298792034778,-7.369863306219282
sample_1015,CCCCC(CC)CN,-1.71,6.115047002299143,33.342788315497884
sample_1016,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,11.114447764964504,-6.194325672184129
sample_1017,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,-13.312238051004359,33.33226885339147
sample_1018,CCCCCCCN,-1.85,0.1765734991700611,23.583082961005854
sample_1019,COC(=O)c1ccccc1,-1.85,19.41978983388348,-8.711134882637577
sample_1020,CC12CCC(C1)C(C)(C)C2=O,-1.85,-8.643885750191695,6.380114456954538
sample_1021,ClCCCBr,-1.85,-8.564846784014039,5.202681086280235
sample_1022,C=CC=C,-1.87,-1.5143495415974286,15.588351617653126
sample_1023,O=c1ccc2ccccc2o1,-1.89,27.307504327474007,-29.15617235296086
sample_1024,O=C(O)c1ccccc1Cl,-1.89,26.756968667920653,-6.235723025897162
sample_1025,CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91,21.03724786646312,-8.735025016522673
sample_1026,ClCC(Cl)CCl,-1.92,-14.369862705265307,6.686504623450664
sample_1027,Nc1cccc2ccccc12,-1.92,18.099767933419773,-30.761848130885745
sample_1028,Cc1cc(C)c2ccccc2n1,-1.94,12.757546430234134,-13.36223944018267
sample_1029,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-1.95,-6.417320714684132,26.07633849874274
sample_1030,Cc1nc2ccccc2[nH]1,-1.96,21.958037509637578,-1.943100759014467
sample_1031,COc1ccccc1O,-1.96,23.344454880206495,11.633956511504687
sample_1032,ClC=C(Cl)Cl,-1.96,-2.9516486195969334,-3.1338914937846045
sample_1033,Fc1ccc(F)cc1,-1.97,-0.6627221776491808,-21.193605903931108
sample_1034,C=CC(C)(O)CCC=C(C)C,-1.99,11.48874496726186,38.837611156203174
sample_1035,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,5.181994138604246,2.935690344739917
sample_1036,CC12CCC(CC1=O)C2(C)C,-1.99,-9.033237572143282,6.757721778806852
sample_1037,CCCCCC(=O)OC,-2.0,10.137828788613907,13.167158698498396
sample_1038,CC(C)CCl,-2.0,-6.072918248111083,22.175562917013167
sample_1039,Fc1cccc(F)c1,-2.0,8.754008993298442,-22.173531291070343
sample_1040,C=CC(=C)C,-2.03,8.794949793514723,28.98918482979675
sample_1041,COc1cc(C(=O)O)ccc1O,-2.05,30.48719159286304,19.466551956296907
sample_1042,CC(C)=CCCC(C)=CC=O,-2.06,9.826224960894601,23.915018890193668
sample_1043,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,2.99926983528457,4.483959581720163
sample_1044,Cc1cccc2sc3nncn3c12,-2.07,12.90964975903998,-14.341404431752323
sample_1045,BrCCCBr,-2.08,-28.007699219542808,-8.891292599420124
sample_1046,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08,-8.564219103377576,10.500115909369898
sample_1047,CCSCc1ccccc1OC(=O)NC,-2.09,11.403595223110553,-5.48869987981553
sample_1048,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.1,-24.082457762382287,21.30626687842862
sample_1049,C1=CCCC1,-2.1,-5.482075400449527,16.789570604045668
sample_1050,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.11,2.8968058390921914,16.428708962564095
sample_1051,CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15,13.561499893782614,-6.177363146573843
sample_1052,CC(Br)CBr,-2.15,-20.631153830198976,1.1471868709843356
sample_1053,c1ccc2[nH]ncc2c1,-2.16,21.765186887847488,-7.819374727688774
sample_1054,C=C(C)C1CCC(C)C(=O)C1,-2.18,-2.1573594581223676,12.317799971229787
sample_1055,CCCCS,-2.18,-3.7070692843915305,24.25617221878317
sample_1056,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,5.6191631168248755,-13.615492764501184
sample_1057,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,-8.496276436313964,-0.4660584584704916
sample_1058,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.23,-8.302335996395918,-12.48575452037787
sample_1059,O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27,1.782442489768189,-42.91212795489508
sample_1060,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.27,-9.478185213057598,-15.59547398801221
sample_1061,CCCN(CCC)CCC,-2.28,-12.08701413875463,45.079245871037074
sample_1062,O=C(O)c1ccccc1-c1ccccc1C(=O)O,-2.28,10.943833110352648,-20.849099190379746
sample_1063,O=C(O)COc1ccc(Cl)cc1,-2.29,17.439169358669407,3.0828394610549386
sample_1064,O=c1[nH]cnc2nc[nH]c12,-2.29,10.336950870691851,-13.441720104085613
sample_1065,BrC1CCCCC1,-2.3,-20.097579511719125,0.9299685753134023
sample_1066,Nc1ccc(Cc2ccc(N)cc2)cc1,-2.3,-4.251767023059498,-19.596997362926697
sample_1067,CCCCCC(=O)OCC,-2.31,8.153685632390772,16.37010787056249
sample_1068,Cc1ccccc1[N+](=O)[O-],-2.33,16.076802540442568,-7.747531689780536
sample_1069,CCOc1ccccc1,-2.33,22.107143534550318,9.575196320813554
sample_1070,CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,8.850112779956913,-4.611884126969128
sample_1071,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,7.464149727388698,-0.1997659450768856
sample_1072,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,0.8812899579823412,3.4644303372390235
sample_1073,Nc1ccc([N+](=O)[O-])cc1,-2.37,12.328806874837442,-6.819640014335988
sample_1074,Fc1cc(F)c(F)cc1F,-2.38,-7.008171925212298,-45.99032505171624
sample_1075,Cc1ccsc1,-2.39,15.307096924337527,19.819803108081874
sample_1076,CCCCCCCCO,-2.39,-3.554329152210077,21.65700773889504
sample_1077,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-2.4,5.402550215104534,-6.510511935972042
sample_1078,CC(C)(C)c1ccc(O)cc1,-2.41,7.574147627870506,5.829453978814963
sample_1079,Oc1cccc2cccnc12,-2.42,23.215342668697275,-16.191463523936164
sample_1080,CCCCCCOC(C)=O,-2.46,10.272996186842757,16.538857125320465
sample_1081,CC1CCC(C(C)C)C(=O)C1,-2.49,-9.693308949534096,10.88579715994338
sample_1082,Cc1ccc([N+](=O)[O-])cc1,-2.49,12.902498360526076,-9.934900333178836
sample_1083,CCC(C)(C)Cl,-2.51,-2.965556075304858,24.80427969005661
sample_1084,OC(Cc1ccccc1)c1ccccc1,-2.52,7.339965908484839,-32.47565288391719
sample_1085,CC1CCC(C(C)C)C(O)C1,-2.53,-8.890173766205676,26.96425289289247
sample_1086,ClC(Cl)=C(Cl)Cl,-2.54,-11.72061681313716,-11.0110547033444
sample_1087,Brc1ccccc1,-2.55,1.74171308926213,-17.017759796321158
sample_1088,OC(c1ccccc1)c1ccccc1,-2.55,7.280899699345442,-30.92767048786587
sample_1089,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,3.533288974041058,-10.30331614419061
sample_1090,CCC(N)Cc1c[nH]c2ccccc12,-2.57,6.455628336506068,-15.29441502322116
sample_1091,NC(Cc1ccc(O)cc1)C(=O)O,-2.57,20.265929945243094,17.852752529885514
sample_1092,CCCCCCc1ccc(O)cc1O,-2.59,12.999700415759348,12.678171712451638
sample_1093,CCCCC(=O)CCCC,-2.59,-4.509587852061884,6.858101541822952
sample_1094,CC1(C)C(=O)N(Cl)C(=O)N1Cl,-2.6,-3.707438514208117,-2.9289835231250656
sample_1095,Cc1ccc(C(=O)O)cc1,-2.6,20.14692837424596,-0.3819791287866737
sample_1096,O=C1NC(=O)c2ccccc21,-2.61,5.734038399209554,-21.898325821060116
sample_1097,CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.63,-11.425254359146358,-8.41168591302141
sample_1098,CCC(Cl)CC,-2.63,-8.30442234770544,15.018632923768449
sample_1099,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O,-2.64,-14.30673062296712,6.28444692609683
sample_1100,CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64,7.696564497022437,-13.956399868532278
sample_1101,CCCOC(=O)c1ccccc1,-2.67,16.788796225613446,-5.282202857892151
sample_1102,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,-9.550442456253572,-15.331102475085315
sample_1103,CCC(Br)(CC)C(=O)NC(N)=O,-2.68,7.256364595399686,10.450367738633249
sample_1104,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,-5.991135010220846,11.677225244657569
sample_1105,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.7,4.556341101536901,-20.22572301360762
sample_1106,S=c1cnc2cncnc2[nH]1,-2.71,10.6057315366741,-7.354007442786811
sample_1107,CCCCCCCCN,-2.75,-2.811139243417128,24.040512541220036
sample_1108,CCc1ccccc1,-2.77,6.841898244418844,-6.86903230804441
sample_1109,Cc1ccc(C)cc1,-2.77,-6.099675559976037,-6.691261865550588
sample_1110,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-2.78,13.411090602387965,-33.48042102971712
sample_1111,Ic1ccccc1,-2.78,-3.78321280506696,-13.28482176558772
sample_1112,O=C(O)c1ccc([N+](=O)[O-])cc1,-2.8,19.907335131615536,-0.5080268868770901
sample_1113,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82,-5.148387902411506,-15.994587260379832
sample_1114,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-2.82,1.7569810508679036,-9.148611248558167
sample_1115,C=Cc1ccccc1,-2.82,13.761864628202181,-4.468910947362572
sample_1116,O=C(c1ccccc1)C(O)c1ccccc1,-2.85,12.653611245899906,-36.71986510465557
sample_1117,Cc1cc(Cl)ccc1N=CN(C)C,-2.86,5.996650093070125,3.4870257608582067
sample_1118,CNc1ccccc1C(=O)O,-2.88,19.21432872108424,-2.3315708605428056
sample_1119,c1ccc(NNc2ccccc2)cc1,-2.92,-8.68757155882475,-25.93180458158212
sample_1120,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,-2.96,12.661064080911386,-11.824774934044642
sample_1121,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-2.97,-24.97863548441508,35.67489956956532
sample_1122,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,-2.98,-10.363119855437521,-6.688380112266377
sample_1123,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-2.99,-22.709120563888042,33.23194148735423
sample_1124,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.03,-1.049945453160979,-8.67530102695773
sample_1125,CC1=CC(=O)c2ccccc2C1=O,-3.03,7.897003505138869,-28.477943432590557
sample_1126,FC(F)(Cl)C(F)(Cl)Cl,-3.04,-12.677173550812944,2.799570765138724
sample_1127,Clc1cccc(Cl)c1,-3.04,-0.7371280295856316,-14.829648721720169
sample_1128,c1ccc2c(c1)CCC2,-3.04,-2.339217408425204,-3.7388903711945183
sample_1129,CC(=O)Nc1ccc(Br)cc1,-3.08,5.375346168733141,-24.412170294598674
sample_1130,Cc1ccc(Cl)cc1,-3.08,6.983460041515683,-6.583127748548738
sample_1131,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,-3.08,9.134946041460996,-15.722240872131449
sample_1132,C1CCCCC1,-3.1,-23.836527632372206,6.806614423442143
sample_1133,O=C(c1ccccc1)c1ccccc1,-3.12,7.468901693492514,-50.05630519349907
sample_1134,Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.12,2.7778901966248757,-27.532509855572094
sample_1135,CC(C)CCOC(=O)c1ccccc1O,-3.16,12.985415252835553,5.647634817748515
sample_1136,CCCCCCCCC=O,-3.17,1.6982301240758717,12.406028175126405
sample_1137,Cc1ccc(Br)cc1,-3.19,-3.060963841605162,-14.38717871266116
sample_1138,Clc1ccccc1Br,-3.19,3.1796033338013014,-16.40736968541723
sample_1139,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,-3.21,-57.15742382722317,57.135362038359446
sample_1140,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.21,-21.74464564549352,31.26581014774932
sample_1141,O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,-3.714665683249031,-3.814612568046462
sample_1142,C=CCC(C)C,-3.24,4.50192285985413,30.001202541926528
sample_1143,Clc1ccc(Cl)cc1,-3.27,-5.120341295388775,-15.110439846495755
